title,description,url,
how to setup a custom smtp server,"by default, cloudcart comes with a built-in server that takes care of your email delivery. however, if you prefer to have your own branded smtp with your own email address, quota, etc.
you can configure a custom smtp server through the application in your cloudcart store. with this app, you will be able to send personalized emails using your own domain email address.
the smtp server application and configuration requires knowledge of what a smtp is and how it is used. it is an advanced option.
if you do not have the necessary knowledge, it is recommended to use the smtp that comes with your cloudcart store. configure a custom smtp server 1.
go to your admin panel, apps > all apps, and choose own smtp server application. this app requires payment on an annual basis. 2.
once you have installed the app you will be able to see the settings section. there are some blanks you need to fill in in order to use the smtp option.
hostname - add the address of your mailing service provider. port - add your port number, depends on the provider. username - in most cases, this is the email address of the account you want to use.
password - add your mailing account password. encryption - this field is also mandatory, from the drop-down menu select the encryption depending on your smtp server configuration.
in most cases it uses ssl. there are ssl, tcp, and tls. once you have filled in the required fields, activate the application from the corresponding button activate - on/off.
note that, if you add non-existing or wrong credentials, the system will show a message that it failed to connect to the smtp server: so, check once again your credentials and enter the proper ones.
once you finish the configuration of your own smtp, it will appear as a new sender option.
you can use it for email campaigns, as well as for any other email messages that you are sending to your customers.
if you choose to use a custom smtp server for your emails, you need to enter your new email adress from which the smtp server will send emails in the general settings section in your admin panel.",https://help.cloudcart.com/en/support/solutions/articles/77000503951
how to activate the universum erp app?,"universum erp is a complete erp system for automation of all your business processes according to the specifics of your activity and work in the company.
software with a familiar user interface and ease of use. the system is for all companies that strive to increase efficiency, increase productivity, optimize costs and improve work organization.
with the universum erp app and the integration that cloudcart has, you can easily connect your store to this erp system. app activation go to your admin panel and from the menu choose apps >
all apps > universum erp and click the buy button. this app requires payment on an annual basis. you can take advantage of a 7-day free trial period. settings 1.
after successful payment or the start of a trial period, sеt the app settings and activate it from the on/off button.
sync address - address for synchronization with universum erp username - enter your username for universum erp password - enter your universum erp password website id - your website id in universum erp unique identifier - an identifier for comparing products between universum erp and cloudcart.
the possible options are sku code and barcode.
order information to be sent with status - in which status of the order to send information about it in universum erp - new order, paid or sent, order completed. 2. press the save button to save the settings. only product quantities are synchronized with the universum erp app.
once you save the settings a window will open that indicates whether the task is active, when it was last completed and when it will be completed again.
you now have everything you need to optimize your processes with universum erp.",https://help.cloudcart.com/en/support/solutions/articles/77000509013
how to activate the trendo.bg app?,trendo marketplace,https://help.cloudcart.com/en/support/solutions/articles/77000510490
upload your product catalog to sravni.bg,"sravni.bg is a popular platform for comparing prices and products, a project of net info, the largest digital company in bulgaria.
in it, each user can compare the prices of tens of thousands of products with detailed features, photos, videos and reviews and thus choose the best offer for themselves.
sravni.bg provides online merchants with access to rich real-time statistics and ongoing advertising campaigns to ensure quality traffic.
the platform offers its users over 100,000 products from 200 online stores.
in this section: generate a product catalog for sravni.bg how to upload your product catalog to sravni.bg what are the main advantages for users if they can see your products at sravni.bg?
easily compare products on many parameters at once with the option to hide the same characteristics find stores of reliable merchants search among offers that have been checked for the accuracy of the information see reviews for stores and products from already shopping users receive notification from the platform when the price of a desired product falls below a threshold set by them all this can help you make more sales if you upload all or selected products to sravni.bg.
you can do it quickly and easily with just a few clicks. generate a product catalog for sravni.bg 1. go to your admin panel, apps >
all apps section, select sravni.bg and press the install this app button. 2.
in the first field of the window that opens from the drop-down menu select which products you want to import to sravni.bg - all products, products of specific categories, products by specific brands, specific products, products with specific tags or specific smart collections. 3. filter the products you want the product catalog to contain by selecting whether to take only available products or include all products. 4. choose whether to include the products that are hidden in your store. 5.
we advise you to add utm tags, through which you will be able to analyze the results generated from the product catalog (feed).
utm tags are add-ons (parameters) to the url that are used to exchange additional information without changing its main purpose - to point to an internet resource.
once you have saved the settings a link will be generated, it is not generated immediately, it is necessary to wait a while, then it will be shown in this way here: information about the number of products that will be included in your xml feed, as well as the number of products that your plan allows, will be displayed.
if the number of products contained in your xml feed is higher, you can increase your quota from the corresponding button.
(the button is visible only if the number of products that the xml feed needs to generate exceeds the number of products included in your package).
500 products are included for the startup plan, 2,500 for the business plan and 10,000 for the enterprise plan.
from the edit settings button, you can go back to the settings if you want to edit any of the fields. activity status gives you information if the app is active.
if for some reason, the app has stopped working, a reactivation button (start job) will appear, from where you will be able to start it again.
once the link has been generated you need to go to the sravni.bg platform and enter the necessary information. the xml product catalog is regenerated every 12 hours.
how to upload your product catalog to sravni.bg 1. to upload your products to sravni.bg, you need to register as a partner on the site.
go to the site, select login for partners (вход за партньори) and follow the instructions to register if you haven't done so already.
when registering, you need to fill in your company details and then confirm your email address. 2. once logged in, you will see all the necessary menus on the left.
select stores (магазини) and from the add store (добави магазин) button add your store.
in the process of adding, first enter the name and url of the store and upload a logo, and in the second step, insert the product xml feed from your store.
then follow the remaining steps to add a store. 3. with an already added store, you can also upload an xml feed from the feeds (фийдове) menu.
this is all you need to do to upload your products to sravni.bg so that they reach even more users.",https://help.cloudcart.com/en/support/solutions/articles/77000512549
инструкции за работа с платформа за електронен магазин cloudcart и онлайн складов софтуер micro.bg – нови клиенти,1,https://help.cloudcart.com/en/support/solutions/articles/77000520864
инструкции за работа с cloudcart магазин и складов софтуер micro.bg-клиенти на cloudcart без регистрация в micro.bg,1,https://help.cloudcart.com/en/support/solutions/articles/77000521044
инструкции за работа с cloudcart магазин и складов софтуер micro.bg - за клиенти на cloudcart с регистрация в micro.bg,...,https://help.cloudcart.com/en/support/solutions/articles/77000522375
collect and display product reviews on your website with product reviews app,"cloudcart product reviews is a separate application, but it works deeply with cloudcart campaigns.
you can request reviews from your customers who have bought a product or used a service through a variety of communication channels, thanks to the cloudcart campaigns.
in this article will go trough the steps of the settings of this application. configuration to use cloudcart product reviews, go to your admin panel, app section >
all apps tab > product reviews and click on the install button. once you've installed it, the settings window will open: activate - from this button, you can activate the application.
show product list rating- if you activate this option, product ratings will be displayed on the product listing page.
hide rating if no reviews - rating (the stars) will not be shown for products that still have no reviews.
we recommend enabling this option because, otherwise, if there are too many products without reviews, users will see that there is no activity on these products, which is not good for your marketing.
approve before publish - by activating this option, you will be able to review any client's rating left and publish it manually.
add reviews from - here you can choose who will have the right to post product reviews - all users, regardless of whether they have purchased the product or not; or only users who purchased the specific product they are commenting on.
automatic approval of responses - automatically post the answers to already left reviews to show customers the discussions about a certain product.
automatically approve a review with a score above - all reviews above the number of stars you choose will be posted automatically.
if you choose 3 stars, it means that all 4 and 5 reviews will be approved automatically.
show only overall product rating - by activating this option, you can hide all the comments that customers have left for the products and only show the overall product rating (i.e., 4.6).
consider whether it would be better to hide customer comments about your products or show them in your case. we do not recommend hiding product reviews.
allow replies - if you enable this option, you can choose whether all users who are logged into your store will be able to leave replies or only store admins.
only registered customers can reply to product reviews. sort feedback by - choosing how to sort customers' feedback - by date or by rating.
by date means that the newest one will be on top, and by rating, the highest-rated will be on top.
in the storefront, customers can filter and sort the product reviews: maximum period for leaving a review - enter the maximum period in which a review can be left for a product.
reviews in the review tab, you can see all of the customers' reviews. search by keyword or use a variety of filters.
only customers who have placed an order and this order has not been canceled later are able to leave reviews for purchased products. all product reviews are verified by cloudcart!
we make sure that every review that is shown on your website is genuine. there is an option to add product reviews from the corresponding button manually.
if your store was on another platform, for example, and you have not transferred them, you can do it manually. select the product you want to add a review to. enter the client's name.
select the date and the time for the review. rate the product with stars. enter a review title. enter the review.
in the storefront, the reviewed product looks like this: if a user has not purchased a product and tries to review it, he will see a message telling him that only users who have purchased the product can leave reviews.
as soon as the review is submitted, the cloudcart system checks the entire database with orders for a match between the product for which a user has left a review, his email and the orders he has made.
new widgets in the landing page builder after installing the cloudcart reviews app in your store, two new widgets will be added to the landing page builder - add ""product reviews"" and ""ask for feedback"".
1.product reviews in the settings window you can choose how to visualize customers' reviews.
you can sort them by date or rating; show first last or first added; filter by rating and product group; select the number of reviews you want to showcase; on the right side you can choose to show your reviews as slider; to show product title, product photo; there are also a settings for the number of responses that you want to show per line, as well as to limit the number of characters in the reviews that will be displayed; you can also choose how to display reviews - rate and comments, rating only or comment only; 2. ask for feedback with this widget you can ask customers for feedback.
можеш да избереш броя продукти, които да покажеш на ред, да въведеш заглавие и описание.
cloudcart reviews application comes with build-in json-ld rich snippet which tells google and the rest of the bots that craw your website what details to focus on.
thanks to that feature your products' ratings will appear on the search.",https://help.cloudcart.com/en/support/solutions/articles/77000524108
additional language version of your store with the multilingual store app,"
in this section: installation step 1 step 2 step 3 step 4 step 5 additional settings do you want to target an international audience and not only drive conversion rates but create a long-lasting relationship with the end-users?
you can now localize your store and launch it on almost every market through our multilingual application.
provide your customers with the appropriate language version by creating a copy of your store but in the targeted language.
with the application you will be able to create different language versions of your store.
you could copy the entire product catalogue, such as products, product variations, category properties, product options, product specifications, your main store design, the navigation and the pages, including the pages created by the drag-and-drop page builder directly into your new store.
you can also copy all blog categories as well as the blog articles themselves in the target language.
thanks to ai technology provide by our partners from google you can automatically translate every single bit of text from your main store to the target language of your new store.
*once such a translation of the information in your store has been made, we advise you to review the texts to make sure there is no discrepancies and the translation is correct.
depending on the language at which the translation is made, slight inaccuracies are possible, if the content is more complicated. important!
before you make the translation into your new language version, make sure that the language of your main store's admin panel is no different from the storefront language.
e.g., if your main store is in english, then the admin panel settings must be in english too, so that a correct translation can be made of your new language version in your other store.
the translation is charged according to the characters number. installation go to your admin panel, apps > all apps section, and search for multilanguage.
click on the install button to continue with the app's settings. to copy and translate the newly created products, you need to buy additional packages first:
step 1 in step 1, you have two options after clicking the add language version - to create a new language version or link an existing store. 1.
if you already have an existing language version, you can associate it with your main store and take advantage of the multilanguage app's features.
to do this, click on the ""link existing store"" then you need to select the existing language version that you have and that works as a store before moving on to the next step.
the selected store will be displayed as an additional language version. you can see the date of creation, language, currency, store name and address, as well as its status.
from the button shown in the picture below, you can set additional settings: in the sidebar that opens, you will see two options: copy newly added products from your main store to the language version.
you can choose if you want these products to be translated and what elements to translate; what would be the approval method?
if you select approve automatically, you won't need to take action, and the system will copy the products from the main store to the respective store.
automatically delete products - if you enable the option, the products that have been deleted in the main store will be deleted in the language version as well.
this refers only to the products that are copied through the application. show language version on site - this setting refers to the language switcher on the storefront.
if you enable it customers will see small flags to change the language version. 2.
if you don't have a created language version or want to add a new one, use the ""add language version"" button in the upper right corner of the screen > create new language version.
if you are now creating a new language version of your primary store: first, you need to choose a domain name for the new language version of your store.
the name may be your main domain with the added abbreviation of the language you want to translate your store to. if this is an italian, the domain name can be yourdomainname-it.
then select the storefront language.
the currency the unit of measure - for some markets can be different once you click on ""next step"", you will see the line representing the language version you have created.
you should wait until the installation is completed. as soon as the installation is ready, hit the ""complete the configuration"" button, and you will be redirected to your brand new store in italian.
step 2 in the second step, you have to select the elements you want to be translated into the target language. 1.
the design - if you already have a template for your design or some custom code already applied to your main store, it is good to copy the design.
so enabling this option means that the design of your original store will be copied to your new language version.
there is no automatic translation option in the design since no content can be translated in most cases.
and in cases where it can be translated, we prefer to not make changes to html or css codes for security reasons. 2.
the menu - if you switch it on, the header and footer menus will be copied from your original store to the new language version.
you can also put a tick on ai translation if you want the menus to be automatically translated. 3. the blog - with this option, you can easily copy all your blog categories and articles.
they can also be translated into the targeted language. 4. the pages - enable the option to copy pages of your store.
if you check the box, all pages that are not created with the visual drag-and-drop builder will be translated into the target language. the rest will not be translated automatically. 5.
the products - if the option is switched on, the entire product catalogue will be copied to your new language version from your main store. step 3 1.
next, you can select the exact product elements you want to be translated: 2. set the product price for your new language version.
in the first field, you can enter a multiplier to change prices for the market you will sell. e.g., if a product costs bgn 120 x 0.5 = bgn 180 or approximately eur 92.
in this way, you can play with prices for the various markets you are selling. in the second field, you have to set the price decimals.
this setting allows you to create marketing prices for your products. e.g., if the product price is eur 94.30, enter a value of 95 in the field, the product price would be 94.95.
step 4 in the fourth step, you have to choose the subscription plan for your new language version. choosing a subscription plan in this step will give you an additional discount on the prices.
below you will see recommended applications for your new language version store. one of these applications is cloudcart synchronizer.
with that app, you can synchronize product quantities to the language version store from the main store. see more information here.
the price app is also discounted if you install it on your new language version store.
step 5 confirmation of your order - the last step is to confirm your order and initiate payment for your chosen services.
tracking progress page - here, you can see the progress of different services. the translation process depends on the text volume that needs to be translated.
if there is too much text, the process could take a couple of hours in some cases.
once it is completed you will see the message: the language flags will appear in your admin panel when your store has been successfully configured. the flag shows the storefront language.
it does not matter what language you set for your admin panel at the moment, when you select a certain flag, it refers to the storefront language.
do not forget to check the translation of the elements you have chosen to be translated when it is ready.
keep in mind that texts that were different from the output language will not be translated into the target language.
for example, if in the product descriptions there is part of the text which is in english and your source language is german, then this part will not be translated into the target language.
additional settings when everything is set up and ready to use, you can see the information for your new language version store when you open the app.
if you click on the button shown in the photo above, you will open a side panel with additional settings: copy newly added products from your main store to the language version.
you can choose if you want these products to be translated and what elements to translate; what would be the approval method?
if you select approve automatically, you won't need to take action, and the system will copy the products from the main store to the respective store.
automatically delete products - if you enable the option, the products that have been deleted in the main store will be deleted in the language version as well.
this refers only to the products that are copied through the application. show language version on site - this setting refers to the language switcher on the storefront.
if you enable it customers will see small flags to change the language version.",https://help.cloudcart.com/en/support/solutions/articles/77000524994
add new products from the polycomp catalog to your store,1,https://help.cloudcart.com/en/support/solutions/articles/77000526122
create unique meta titles and descriptions with the seo spinner app,"writing unique meta titles and descriptions is part of the overall seo optimization of an online store. the meta title and meta description inform search engines what the topic of your site is.
this information is displayed in the search results and optimizing it increases the click-through rate (ctr).
with the seo spinner app, you can bulk create meta titles and descriptions with whose help search engines will rank highly your online store.
this is done by manipulating product, category and vendor data, using variables and adding unique keywords.
in this section: installation settings general overview adding a condition creating a meta title creating a meta description applying to records with existing meta information generating combinations editing results finalizing the generated texts installation go to your admin panel and choose apps > all apps >seo spinner from the menu and press the buy button.
this app requires payment on a monthly basis. settings general overview 1.
after successful payment, the following window will open: in the upper left corner, there are three tabs - products, categories and brands.
they are organized according to the same principle - they contain variables and conditions, so here we will look only at the products tab.
below the tabs, on a yellow background, are listed the variables that can be used to create the meta tags. click on a variable to copy it.
the products section has the most variables: product name sku category store name price discounted price brand weight with practice, you will learn to perform more complex tasks such as setting different conditions, specifying different variations for a given condition, etc.
adding a condition you can add new conditions with the plus button located under the variables. the first condition exists by default. 1.
when creating a condition, you must first choose to which categories it will apply. you can choose as many categories as you want. this condition will apply to all products in these categories.
it is not recommended to have duplicate categories in two or more conditions. 2.
then, generate texts for seo title and description by filling in the respective fields using standard text, variables or a combination of the two.
creating a meta title we will create an example meta title using variables for the product name, its price and vendor. the variables will be replaced with the actual product values.
if you have many products, you probably do not want to use one and the same pattern for all of them. you want there to be variation and for it to be random.
for this purpose, one or more variations should be added to the condition.
creating a meta description when constructing the following meta description, the system will randomly select keywords to create unique texts.
to do this, the different variants are surrounded by curly braces and separated from each other by | (the pipe sign) as shown below: when you are done, do not forget to press the save condition button.
applying to records with existing meta information if you already have meta titles and descriptions on some or all products, enable the button that overrides old records to apply the new meta information you have generated.
generating combinations press the generate all combinations button to apply the conditions you have configured.
depending on how many products are being processed by the query, you may have to wait a while for the results to appear.
editing results as the titles and descriptions are randomly generated, this is just one of the possible results for two products that the condition applies: the titles of both products are made as a result of the same variation - 'product' - 'price' - 'vendor', however, their descriptions differ- one begins with the verb 'purchase' and the other - with 'buy'.
if you are unsatisfied with a result, you can edit or delete it.
finalizing the generated texts when you have finished editing the texts, press the finalize button, and you are done - the condition will apply to all products that meet it.
if you navigate to products > products and open the editing page of product 1, you will see the following up-to-date seo configuration information: the seo spinner allows you to work bulk with the entire product catalog or individual categories.
you can manipulate the entire database without having to process specific categories or products individually.
the same applies to categories and brands, with the difference that there are only three variables in the 'categories' and 'brands' tabs.
with the seo spinner, you can create unique seo titles and descriptions thanks to the 'spinning mechanism', which randomizes the keywords, phrases and sentences you use.",https://help.cloudcart.com/en/support/solutions/articles/77000530098
display each product's exact size with the size chart app,"when you offer products from different vendors in most cases you need different size charts because the sizes of the individual vendors do not always match.
the size chart app allows you to do just that - assign different size charts to different product categories and brands.
in this section: installation creating a landing page with a size chart adding a size chart to products installation go to your admin panel and from the menu select apps > all apps >
size chart and click on the buy button. this app requires payment on a monthly basis. you can take advantage of a 7-day free trial.
creating a landing page with a size chart after the app is installed, it is recommended to set up the landing pages with size charts before you start using it. 1. for this purpose go to marketing >
landing pages and press the add new page button. 2. select the type of the landing page - regular page. 3. in the window that opens, enter page name.
typing in the page name will automatically fill in the url as well. 4.
in the content field place the size chart corresponding to your products or upload it in the form of a photo from the insert image button if you already have one. 5.
you can create your own size chart directly in the editor with the table button. 6.
fill in the seo title and seo description in the empty fields and press the add new page button to save your changes.
the created page is already active but you need to make it visible in the product detail page. see more information about creating and managing static pages here.
adding a size chart to products when you are done with the static pages, add them to products from specific categories and brands. 1.
to create a size chart, open the app and press the create button in the upper right corner of the page. 2.
in the side panel that opens, fill in the following information: title (for internal use) - only you can see this title and serves to guide you as to the purpose of the chart.
title (it will be visible in store) - this title will be visible in the store, so it is important to name it in the most accurate way, so that customers are aware of the chart's purpose.
select categories - select one or more categories for which the size chart will apply. this field is mandatory. .
select manufacturers - by selecting specific manufacturers you can filter additionally the products to which a size table will apply. this field is not mandatory.
select a size page - this is the place to put the static page that you previously created and which will be visualized in the product detail page.
this is what the size chart looks like in the online store. it is located last in the product's info tab: if you click on the size chart name, it will open in a side panel:
with the size chart app you can easily and intuitively add different size charts depending on the product category and vendor.",https://help.cloudcart.com/en/support/solutions/articles/77000530175
integration with smartbill - invoicing and management software,"in this section: activation settings marking an invoice in smartbill smartbill is the most used invoicing and management software in romania.
with this application you can manage everything related to the issuance, delivery, collection of invoices online and sending via e-invoice.
in your cloudcart store, you have a built-in invoicing module, but with the smartbill app, you have another option that you can take advantage of if you want. activation 1.
first, you need to create an account at https://www.smartbill.ro/. you have a 30-day trial period to test the service. 2. to install the app, go to the admin panel of your store, app section > smartbill and install it. this app requires payment on an annual basis.
settings after installing the application, you need to fill in the required blank fields in the settings window.
activate - activate the application from the corresponding button email address - here you must enter the email address that you used for registration with smartbill token - get the token from your smartbill account ->
my account -> integrations then, scroll down a little bit to the api section where you will find the token. cif - this is your company's vat number (cif in romanian)
select a series for the documents - here you need to select the type of document you are going to fulfil to your customers.
you should pre-generate these documents in smartbill in order to appear in the drop-down menu in your store.
go to smartbill ->configuration -> seriously in the settings window in your store admin panel, the current number of documents is presented. a document language - select your language.
automatic document generation - if you enable this option all invoices will be generated automatically. if the option is disabled you should create invoices manually under the order's detailed page.
when automatic generation is active, another option appeared. create documents only if the customer has entered billing information - this option is active if the previous one is on.
here you must choose in which cases the system should issue invoices - only when the customer has entered billing information or always, regardless of whether this information is available.
generate a document in smartbill on order status - here you can choose when the invoices should be created, depending on the order's status more info about order statuses could be find here.
save customer's info at smartbill - by enabling this option you tell the system to save customers' info in smartbill save products info at smartbill - by enabling this option you tell the system to save products info in smartbill when you are done with the settings, hit the 'save' button.
marking an invoice in smartbill once the order is marked as 'paid' you should go to your account in smartbill -> documents issued, open the desired invoice and mark it as 'collected'.
it means that you have received payment for this invoice. fill in the information here and hit the 'collects' button.
when you marked the invoice as 'paid' in smartbill a green bar appears - 'received'. it means that the payment for this invoice has been marked as 'received'.
we advise you to test the functionality in your store to see if everything works smoothly.",https://help.cloudcart.com/en/support/solutions/articles/77000537828
how to activate the selmatic erp app?,"selmatic erp is an enterprise resource planning (erp) software developed by selmatic, a technology company based in poland.
the software is designed to provide a complete solution to manage your business and save you time and effort on your part.
selmatic erp allows the export of any information and the corresponding possibility of importing any information from another system.
this ensures the introduction and management of information in a single information system and its reuse more than once.
such an example is the two-way connection that cloudcart has with the erp system.
this meant that all the information available in the erp about the item, such as description, dimensions, price, availability, etc., is automatically imported and an item is created in the online store, and every placed order in your store directly generates a sales document in the erp the system.
through the selmatic erp application and the integration that cloudcart has, you can easily connect your store to this erp system. getting started log in to your admin panel, go to apps >
all apps section, select selmatic connection and click the buy button. this app requires payment on an annual basis. settings 1.
after successful payment, set the app settings and activate it from the on/off button. host- address for synchronization with selmatic erp. username - in this field enter your selmatic erp username.
password - enter your password in selmatic erp. port - enter the port that connects to the server. the application is installed on a specific server, it is not cloud-based.
images base url - get the relevant image link from selmatic and paste it into this field.
id of the folder containing the images in google drive - sometimes erp systems work with google drive, in that case, you need to take the folder's id with the photos and put it in this field.
show selmatic id in the short description - you can enable this option if you want the id of the products from selmatic to be included in the short description.
add the additional description in the short one - again here you can decide whether to enable this option.
fields to be updated upon a change in the erp - you can select one or more fields to be updated when information changes occur in selmatic.
choose a discount - you can select a discount to be applied to product prices or create one from the relevant button.
choose a unique identifier for comparison - choose a unique identifier to compare the products in your store and the selmatic warehouse software.
products with an identical id will be updated, thus avoiding duplicate products.
the following settings can be enabled according to your business needs and desires: in these fields, you need to fill in information about the ids of each of the specified values (price, availability sizes, brands, etc.).
these ids must be provided to you by selmatic, without this information the sync will not work.
after saving the settings, a window opens that shows whether the task is active, when it was last executed, and when it will be executed again.
from the ""restart import"" button all information from selmatic will be retrieved again. you now have everything you need to optimize your processes with selmatic erp.",https://help.cloudcart.com/en/support/solutions/articles/77000539778
how to activate workflow erp?,"workflow is an enterprise resource planning software developed by businessoft corporation.
it is designed to help small and medium-sized businesses automate their key business processes, streamline their operations, and improve their overall efficiency.
workflow erp allows the export of any information and the corresponding possibility of importing information from another system.
this ensures the introduction and management of information in a single information system and its reuse more than once.
such an example is the two-way connection that cloudcart has with the erp system.
this means that all information about products, stocks, prices, discounts from workflow is sennding to cloudcart and information about placed orders, ordered products and customers is sending from cloudcart to workflow.
through the workflow erp application and the integration that cloudcart has, you can easily connect your store to this erp system. getting started log in to your admin panel, go to apps >
all apps section, select selmatic connection and click the buy button. this app requires payment on an annual basis. settings 1.
after successful payment, set the app settings and activate it from the on/off button. host- address for synchronization with selmatic erp. username - in this field enter your selmatic erp username.
password - enter your password in selmatic erp. port - enter the port that connects to the server. the application is installed on a specific server, it is not cloud-based.
images base url - get the relevant image link from selmatic and paste it into this field.
id of the folder containing the images in google drive - sometimes erp systems work with google drive, in that case, you need to take the folder's id with the photos and put it in this field.
show selmatic id in the short description - you can enable this option if you want the id of the products from selmatic to be included in the short description.
add the additional description in the short one - again here you can decide whether to enable this option.
fields to be updated upon a change in the erp - you can select one or more fields to be updated when information changes occur in selmatic.
choose a discount - you can select a discount to be applied to product prices or create one from the relevant button.
choose a unique identifier for comparison - choose a unique identifier to compare the products in your store and the selmatic warehouse software.
products with an identical id will be updated, thus avoiding duplicate products.
the following settings can be enabled according to your business needs and desires: in these fields, you need to fill in information about the ids of each of the specified values (price, availability sizes, brands, etc.).
these ids must be provided to you by selmatic, without this information the sync will not work.
after saving the settings, a window opens that shows whether the task is active, when it was last executed, and when it will be executed again.
from the ""restart import"" button all information from selmatic will be retrieved again. you now have everything you need to optimize your processes with selmatic erp.",https://help.cloudcart.com/en/support/solutions/articles/77000539805
achieve impressive results and increase your revenue with bumpcart,"the bumpcart app allows you to increase the aov (average order value) by making attractive offers to your customers.
it aims to understand the target of the merchant and on this basis to offer products to fill the price of the order until this target is reached.
the goals of the app can be free shipping for amounts above a certain value, a discount when a certain value is reached, a minimal order price or a target to increase aov.
bumpcart has many options among which the possibility to display products based on categories, brands, specific or related products.
in this section: app activation settings statistics app activation go to your admin panel and from the menu choose apps > all apps > bumpcart and click the buy button.
this app requires payment on an annual basis. you can take advantage of a 30-day free trial period. settings 1.
after successful payment or the start of a trial period, set the app settings and activate the app from the on/off button. 2.
in the first section target, select the target that until reached will display selected products and the amount in the cart that you want your customers to reach.
target amount at the cart - selecting this option you only need to indicate up to what amount in the cart products will be displayed automatically to your users according to your chosen criteria.
minimum cart amount - this option works in combination with the minimal amount for an order setting, through which a minimum amount to complete order can be set.
the setting can be found in settings > cart and checkout > processing orders.
if a minimum amount for an order of 25 eur is set, for example, and there are products worth 13 eur in the cart, with this option the system will offer the customer products worth at least 12 eur so that he can complete the order and continue to shop.
an inscription will also be displayed indicating the value of the products the customer must add to be able to move forward. free shipping - this option works with a specific type of discount.
the discount can be found in marketing > discounts > add discount > global discount.
it must be of the type free shipping and discount target should be for orders over a certain amount, for example, 150 eur.
until the customer reaches this amount in his cart, products will be displayed according to your chosen criteria along with an inscription indicating the value of the products he must add to take advantage of the promotion.
discount for order over - this option also works with a specific type of discount - found in marketing > discounts > add discount > global discount.
here, the discount must be of the type amount or percentage and discount target should be for orders over a certain amount, for example, 200 eur.
until the customer reaches this amount in his cart, products will be displayed according to your chosen criteria along with an inscription indicating the value of the products he must add to take advantage of the discount.
if you have the same discounts but with a different percentage, the system will use only the one that has been created in the platform first. the other discounts will not apply. 3.
in the second section action, select how and which products to display to reach the target set in the previous section.
title - inscription indicating to the customer products of what value he should add to be able to complete the order or take advantage of a discount/free shipping.
choose products to display - you can show products of a specific category, manufacturer, specific or related products.
if you choose the related products option, you need to set it up in my store > widgets > products > related products.
filter by - you can filter products by one or more criteria such as all products, only new, only featured and/or products on sale.
sort by - you have the ability to sort products by multiple criteria.
amount to reach goal + x in % - if the chosen target is a discount for orders over a certain amount and the user has 10 eur left until the target is reached, given a percentage of 50 is chosen, he will be shown products worth no more than 15 eur.
show maximum products - choose how many products to show in the cart.
show button - if there are no products that meet the set display criteria, you have the option to enable a button that takes the user to a page of the store that you want. 4. click save.
statistics after installing the app, in the statistics section, you have the opportunity to measure bumpcart's effectiveness.
you can monitor the following indicators for a given time interval: added products to cart - this is a report that shows all products added to the cart through the app.
purchased products - this report shows all products added and purchased through the app.
average order value - this indicator shows the average in-store order/increase using the app this is all you need to do to be able to automatically increase the average order value and thus boost your revenue.",https://help.cloudcart.com/en/support/solutions/articles/77000513995
